Employee_ID,Employee_Status,Attrition_Flag,Attrition,Age,Age_Group,Gender,Marital_Status,Education,Education_Field,Department,Job_Role,Job_Level,Job_Involvement,Business_Travel,Distance_From_Home,Distance_Category,Daily_Rate,Hourly_Rate,Monthly_Rate,Monthly_Income,Income_Range,Income_Category,Percent_Salary_Hike,Stock_Option_Level,Performance_Rating,Performance_Category,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Overall_Satisfaction,Over_Time,Attrition_Risk,Total_Working_Years,Experience_Group,Years_At_Company,Company_Tenure,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager,Num_Companies_Worked,Training_Times_Last_Year
113,Active Employee,0,No,23,18-25,Male,Divorced,1,Technical Degree,Sales,Sales Representative,1,3,Travel Rarely,2,Near (0-5 km),541,62,9518,2322,<$3K,Lower Income,13,1,3,Good,3,1,3,3,2.5,No,Low Risk,3,Junior(3-5),0,New Joiner,0,0,0,3,3
116,Active Employee,0,No,51,46-55,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,9,Moderate (6-15 km),432,96,18725,2075,<$3K,Lower Income,23,2,4,Excellent,4,4,2,3,3.25,No,Low Risk,10,Mid-Level(6-10),4,4-7 Years,2,0,3,3,4
117,Active Employee,0,No,30,26-35,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,2,Travel Rarely,2,Near (0-5 km),288,99,15830,4152,$3K-<6K,Lower Middle Income,19,3,3,Good,3,4,1,3,2.75,No,Low Risk,11,Senior(11-20),11,10-15 Years,10,10,8,1,3
118,Ex-Employee,1,Yes,46,46-55,Male,Single,2,Medical,Sales,Sales Executive,3,2,Travel Rarely,9,Moderate (6-15 km),669,64,13596,9619,$6K-<10K,Middle Income,16,0,3,Good,3,4,4,3,3.5,No,Low Risk,9,Mid-Level(6-10),9,8-10 Years,8,4,7,1,3
119,Active Employee,0,No,40,35-45,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,4,2,Travel Frequently,1,Near (0-5 km),530,78,14115,13503,$10K-<15K,Upper Middle Income,22,1,4,Excellent,3,2,4,2,2.75,No,Low Risk,22,Expert(20+),22,15+ Years,3,11,11,1,3
120,Active Employee,0,No,51,46-55,Male,Single,4,Marketing,Sales,Sales Executive,2,3,Travel Rarely,21,Far (16-30 km),632,71,8423,5441,$3K-<6K,Lower Middle Income,22,0,4,Excellent,3,4,4,1,3,Yes,High Risk,11,Senior(11-20),10,8-10 Years,7,1,0,0,2
121,Active Employee,0,No,30,26-35,Female,Divorced,2,Medical,Sales,Sales Executive,2,2,Travel Rarely,4,Near (0-5 km),1334,63,19760,5209,$3K-<6K,Lower Middle Income,12,3,3,Good,3,2,2,2,2.25,Yes,Moderate Risk,11,Senior(11-20),11,10-15 Years,8,2,7,1,4
124,Active Employee,0,No,46,46-55,Male,Married,3,Medical,Research & Development,Healthcare Representative,3,2,Travel Frequently,1,Near (0-5 km),638,40,3142,10673,$10K-<15K,Upper Middle Income,13,1,3,Good,3,1,3,2,2.25,Yes,High Risk,21,Expert(20+),10,8-10 Years,9,9,5,2,5
125,Active Employee,0,No,32,26-35,Male,Single,4,Medical,Sales,Sales Executive,2,3,Travel Rarely,6,Moderate (6-15 km),1093,87,24301,5010,$3K-<6K,Lower Middle Income,16,0,3,Good,2,3,1,3,2.25,No,Low Risk,12,Senior(11-20),11,10-15 Years,8,5,7,1,0
126,Active Employee,0,No,54,46-55,Female,Married,4,Technical Degree,Research & Development,Research Director,3,3,Travel Rarely,2,Near (0-5 km),1217,60,24001,13549,$10K-<15K,Upper Middle Income,12,1,3,Good,1,3,1,1,1.5,No,Low Risk,16,Senior(11-20),4,4-7 Years,3,0,3,9,5
128,Active Employee,0,No,24,18-25,Female,Married,2,Other,Sales,Sales Executive,2,3,Travel Rarely,3,Near (0-5 km),1353,33,17519,4999,$3K-<6K,Lower Middle Income,21,1,4,Excellent,1,3,1,2,1.75,No,Low Risk,4,Junior(3-5),3,1-3 Years,2,0,2,0,2
129,Active Employee,0,No,28,26-35,Male,Married,3,Medical,Sales,Sales Executive,2,3,Non-Travel,4,Near (0-5 km),120,43,8863,4221,$3K-<6K,Lower Middle Income,15,0,3,Good,2,3,2,4,2.75,No,Low Risk,5,Junior(3-5),5,4-7 Years,4,0,4,1,3
131,Active Employee,0,No,58,56+,Male,Single,4,Medical,Sales,Sales Executive,4,3,Travel Rarely,10,Moderate (6-15 km),682,37,24409,13872,$10K-<15K,Upper Middle Income,13,0,3,Good,4,3,3,2,3,No,Low Risk,38,Expert(20+),37,15+ Years,10,1,8,0,1
132,Active Employee,0,No,44,35-45,Male,Married,3,Medical,Research & Development,Laboratory Technician,2,3,Non-Travel,23,Far (16-30 km),489,67,25043,2042,<$3K,Lower Income,12,1,3,Good,2,2,3,4,2.75,No,Low Risk,17,Senior(11-20),3,1-3 Years,2,1,2,4,3
133,Ex-Employee,1,Yes,37,35-45,Male,Divorced,4,Human Resources,Human Resources,Human Resources,1,3,Travel Rarely,6,Moderate (6-15 km),807,63,23648,2073,<$3K,Lower Income,22,0,4,Excellent,3,1,4,3,2.75,Yes,Moderate Risk,7,Mid-Level(6-10),3,1-3 Years,2,0,2,4,3
134,Active Employee,0,No,32,26-35,Male,Single,1,Life Sciences,Research & Development,Research Scientist,1,3,Travel Rarely,1,Near (0-5 km),827,71,15178,2956,<$3K,Lower Income,13,0,3,Good,4,1,4,3,3,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,2
137,Ex-Employee,1,Yes,20,18-25,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,2,Travel Frequently,6,Moderate (6-15 km),871,66,19783,2926,<$3K,Lower Income,18,0,3,Good,4,4,2,3,3.25,Yes,Moderate Risk,1,Fresher(0-2),1,1-3 Years,0,1,0,1,5
138,Active Employee,0,No,34,26-35,Female,Single,4,Other,Research & Development,Research Scientist,2,3,Travel Rarely,6,Moderate (6-15 km),665,41,12482,4809,$3K-<6K,Lower Middle Income,14,0,3,Good,1,3,3,3,2.5,No,Low Risk,16,Senior(11-20),16,15+ Years,13,2,10,1,3
139,Active Employee,0,No,37,35-45,Male,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,2,2,Non-Travel,2,Near (0-5 km),1040,100,15850,5163,$3K-<6K,Lower Middle Income,14,1,3,Good,3,4,4,4,3.75,No,Low Risk,17,Senior(11-20),1,1-3 Years,0,0,0,5,2
140,Active Employee,0,No,59,56+,Female,Married,4,Human Resources,Human Resources,Manager,5,2,Non-Travel,2,Near (0-5 km),1420,32,21922,18844,$15K+,Higher Income,21,1,4,Excellent,3,4,4,3,3.5,No,Low Risk,30,Expert(20+),3,1-3 Years,2,2,2,9,3
141,Active Employee,0,No,50,46-55,Female,Married,3,Life Sciences,Research & Development,Research Director,5,3,Travel Frequently,1,Near (0-5 km),1115,73,9755,18172,$15K+,Higher Income,19,0,3,Good,1,2,1,2,1.5,Yes,High Risk,28,Expert(20+),8,8-10 Years,3,0,7,3,1
142,Ex-Employee,1,Yes,25,18-25,Male,Single,3,Marketing,Sales,Sales Executive,2,2,Travel Rarely,5,Near (0-5 km),240,46,26959,5744,$3K-<6K,Lower Middle Income,11,0,3,Good,3,3,4,3,3.25,Yes,Moderate Risk,6,Mid-Level(6-10),6,4-7 Years,4,0,3,1,1
143,Active Employee,0,No,25,18-25,Male,Married,1,Medical,Research & Development,Research Scientist,1,2,Travel Rarely,7,Moderate (6-15 km),1280,64,26897,2889,<$3K,Lower Income,11,2,3,Good,4,4,3,3,3.5,No,Low Risk,2,Fresher(0-2),2,1-3 Years,2,2,1,1,2
144,Active Employee,0,No,22,18-25,Female,Single,3,Medical,Research & Development,Laboratory Technician,1,3,Travel Rarely,15,Moderate (6-15 km),534,59,23785,2871,<$3K,Lower Income,15,0,3,Good,2,4,3,3,3,No,Low Risk,1,Fresher(0-2),0,New Joiner,0,0,0,1,5
145,Active Employee,0,No,51,46-55,Female,Single,4,Medical,Research & Development,Healthcare Representative,3,2,Travel Frequently,1,Near (0-5 km),1456,30,25796,7484,$6K-<10K,Middle Income,20,0,4,Excellent,1,1,3,2,1.75,No,Low Risk,23,Expert(20+),13,10-15 Years,12,12,8,3,1
147,Ex-Employee,1,Yes,34,26-35,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,2,1,Travel Frequently,7,Moderate (6-15 km),658,66,22887,6074,$6K-<10K,Middle Income,24,0,4,Excellent,1,3,4,3,2.75,Yes,Moderate Risk,9,Mid-Level(6-10),9,8-10 Years,7,0,6,1,3
148,Active Employee,0,No,54,46-55,Female,Single,3,Human Resources,Human Resources,Manager,4,4,Non-Travel,26,Far (16-30 km),142,30,13871,17328,$15K+,Higher Income,12,0,3,Good,4,4,3,3,3.5,Yes,High Risk,23,Expert(20+),5,4-7 Years,3,4,4,2,3
150,Active Employee,0,No,24,18-25,Male,Married,1,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,18,Far (16-30 km),1127,52,13257,2774,<$3K,Lower Income,12,1,3,Good,2,3,3,3,2.75,No,Low Risk,6,Mid-Level(6-10),5,4-7 Years,3,1,2,0,2
151,Active Employee,0,No,34,26-35,Female,Divorced,4,Life Sciences,Research & Development,Research Scientist,2,2,Travel Rarely,6,Moderate (6-15 km),1031,45,15000,4505,$3K-<6K,Lower Middle Income,15,1,3,Good,3,2,3,3,2.75,No,Low Risk,12,Senior(11-20),1,1-3 Years,0,0,0,6,3
152,Active Employee,0,No,37,35-45,Male,Single,3,Life Sciences,Sales,Sales Executive,3,3,Travel Rarely,3,Near (0-5 km),1189,87,14506,7428,$6K-<10K,Middle Income,12,0,3,Good,3,4,1,3,2.75,No,Low Risk,12,Senior(11-20),5,4-7 Years,3,1,3,2,3
153,Active Employee,0,No,34,26-35,Female,Single,3,Medical,Research & Development,Manager,3,2,Travel Rarely,5,Near (0-5 km),1354,45,5615,11631,$10K-<15K,Upper Middle Income,12,0,3,Good,3,1,4,3,2.75,No,Low Risk,14,Senior(11-20),11,10-15 Years,10,5,8,2,6
154,Active Employee,0,No,36,35-45,Female,Married,2,Technical Degree,Sales,Sales Executive,3,3,Travel Frequently,11,Moderate (6-15 km),1467,92,22952,9738,$6K-<10K,Middle Income,14,1,3,Good,2,4,3,3,3,No,Low Risk,10,Mid-Level(6-10),9,8-10 Years,7,2,8,0,6
155,Active Employee,0,No,36,35-45,Female,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,3,Near (0-5 km),922,39,2561,2835,<$3K,Lower Income,22,1,4,Excellent,1,4,1,3,2.25,No,Low Risk,7,Mid-Level(6-10),1,1-3 Years,0,0,0,5,2
158,Active Employee,0,No,43,35-45,Male,Married,2,Life Sciences,Sales,Manager,4,3,Travel Frequently,26,Far (16-30 km),394,92,19494,16959,$15K+,Higher Income,12,2,3,Good,3,4,4,4,3.75,Yes,High Risk,25,Expert(20+),25,15+ Years,12,4,12,1,3
159,Active Employee,0,No,30,26-35,Male,Divorced,3,Life Sciences,Research & Development,Research Scientist,1,1,Travel Frequently,23,Far (16-30 km),1312,96,22310,2613,<$3K,Lower Income,25,3,4,Excellent,1,3,3,2,2.25,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,7,0,9,1,2
160,Active Employee,0,No,33,26-35,Male,Married,2,Marketing,Sales,Sales Executive,2,3,Non-Travel,22,Far (16-30 km),750,95,15480,6146,$6K-<10K,Middle Income,13,1,3,Good,3,2,1,4,2.5,No,Low Risk,8,Mid-Level(6-10),7,4-7 Years,7,0,7,0,2
161,Ex-Employee,1,Yes,56,56+,Female,Married,4,Life Sciences,Research & Development,Research Scientist,1,3,Travel Rarely,14,Moderate (6-15 km),441,72,4510,4963,$3K-<6K,Lower Middle Income,18,3,3,Good,2,2,1,3,2,Yes,High Risk,7,Mid-Level(6-10),5,4-7 Years,4,4,3,9,2
162,Active Employee,0,No,51,46-55,Male,Single,3,Life Sciences,Research & Development,Research Director,5,3,Travel Rarely,6,Moderate (6-15 km),684,51,6462,19537,$15K+,Higher Income,13,0,3,Good,1,3,3,3,2.5,No,Low Risk,23,Expert(20+),20,15+ Years,18,15,15,7,5
163,Ex-Employee,1,Yes,31,26-35,Male,Married,4,Life Sciences,Sales,Sales Executive,2,1,Travel Rarely,6,Moderate (6-15 km),249,76,20739,6172,$6K-<10K,Middle Income,18,0,3,Good,2,3,2,2,2.25,Yes,High Risk,12,Senior(11-20),7,4-7 Years,7,7,7,4,3
164,Active Employee,0,No,26,26-35,Female,Married,3,Other,Research & Development,Research Scientist,1,2,Travel Rarely,6,Moderate (6-15 km),841,46,23300,2368,<$3K,Lower Income,19,0,3,Good,3,2,3,2,2.5,No,Low Risk,5,Junior(3-5),5,4-7 Years,4,4,3,1,3
165,Ex-Employee,1,Yes,58,56+,Female,Married,4,Medical,Research & Development,Healthcare Representative,3,3,Travel Rarely,23,Far (16-30 km),147,94,3465,10312,$10K-<15K,Upper Middle Income,12,1,3,Good,4,4,4,2,3.5,No,Low Risk,40,Expert(20+),40,15+ Years,10,15,6,1,3
167,Ex-Employee,1,Yes,19,18-25,Male,Single,1,Marketing,Sales,Sales Representative,1,3,Travel Rarely,22,Far (16-30 km),528,50,26820,1675,<$3K,Lower Income,19,0,3,Good,4,3,4,2,3.25,Yes,High Risk,0,Fresher(0-2),0,New Joiner,0,0,0,1,2
169,Active Employee,0,No,22,18-25,Male,Married,1,Technical Degree,Research & Development,Laboratory Technician,1,3,Travel Rarely,2,Near (0-5 km),594,100,19299,2523,<$3K,Lower Income,14,1,3,Good,3,4,3,3,3.25,No,Low Risk,3,Junior(3-5),2,1-3 Years,1,2,1,0,2
170,Active Employee,0,No,49,46-55,Female,Married,4,Medical,Research & Development,Manufacturing Director,2,3,Travel Rarely,20,Far (16-30 km),470,96,5549,6567,$6K-<10K,Middle Income,14,0,3,Good,3,1,3,2,2.25,No,Low Risk,16,Senior(11-20),15,10-15 Years,11,5,11,1,2
171,Active Employee,0,No,43,35-45,Female,Single,3,Medical,Research & Development,Research Scientist,1,4,Travel Frequently,28,Far (16-30 km),957,72,16090,4739,$3K-<6K,Lower Middle Income,12,0,3,Good,2,3,4,3,3,No,Low Risk,18,Senior(11-20),3,1-3 Years,2,1,2,4,2
174,Active Employee,0,No,50,46-55,Female,Single,3,Marketing,Sales,Sales Executive,3,3,Travel Frequently,12,Moderate (6-15 km),809,77,6645,9208,$6K-<10K,Middle Income,11,0,3,Good,3,4,4,3,3.5,No,Low Risk,16,Senior(11-20),2,1-3 Years,2,2,1,4,3
175,Ex-Employee,1,Yes,31,26-35,Female,Married,3,Life Sciences,Sales,Sales Executive,2,1,Travel Rarely,20,Far (16-30 km),542,71,24788,4559,$3K-<6K,Lower Middle Income,11,1,3,Good,2,3,3,3,2.75,Yes,High Risk,4,Junior(3-5),2,1-3 Years,2,2,2,3,2
176,Active Employee,0,No,41,35-45,Male,Divorced,1,Life Sciences,Sales,Sales Executive,3,3,Travel Rarely,9,Moderate (6-15 km),802,96,21196,8189,$6K-<10K,Middle Income,13,1,3,Good,3,3,3,3,3,Yes,Moderate Risk,12,Senior(11-20),9,8-10 Years,7,0,7,3,2
177,Active Employee,0,No,26,26-35,Female,Married,1,Life Sciences,Human Resources,Human Resources,1,3,Travel Rarely,25,Far (16-30 km),1355,61,8916,2942,<$3K,Lower Income,23,1,4,Excellent,3,3,4,3,3.25,No,Low Risk,8,Mid-Level(6-10),8,8-10 Years,7,5,7,1,3
178,Active Employee,0,No,36,35-45,Male,Divorced,2,Medical,Research & Development,Manufacturing Director,2,3,Travel Rarely,6,Moderate (6-15 km),216,84,2819,4941,$3K-<6K,Lower Middle Income,20,2,4,Excellent,2,2,4,3,2.75,No,Low Risk,7,Mid-Level(6-10),3,1-3 Years,2,0,1,6,0
179,Ex-Employee,1,Yes,51,46-55,Male,Single,4,Life Sciences,Research & Development,Manufacturing Director,3,1,Travel Frequently,8,Moderate (6-15 km),1150,53,25150,10650,$10K-<15K,Upper Middle Income,15,0,3,Good,1,4,4,3,3,No,Low Risk,18,Senior(11-20),4,4-7 Years,2,0,3,2,2
182,Active Employee,0,No,39,35-45,Female,Married,4,Life Sciences,Sales,Sales Executive,2,2,Travel Rarely,4,Near (0-5 km),1329,47,14590,5902,$3K-<6K,Lower Middle Income,14,1,3,Good,4,3,3,4,3.5,No,Low Risk,17,Senior(11-20),15,10-15 Years,11,5,9,4,1
183,Active Employee,0,No,25,18-25,Male,Married,3,Life Sciences,Sales,Sales Executive,2,2,Travel Rarely,28,Far (16-30 km),959,41,24835,8639,$6K-<10K,Middle Income,18,0,3,Good,1,3,4,3,2.75,No,Low Risk,6,Mid-Level(6-10),2,1-3 Years,2,2,2,2,3
184,Active Employee,0,No,30,26-35,Male,Married,3,Human Resources,Human Resources,Human Resources,2,3,Travel Rarely,9,Moderate (6-15 km),1240,48,13982,6347,$6K-<10K,Middle Income,19,0,3,Good,3,4,4,1,3,Yes,Moderate Risk,12,Senior(11-20),11,10-15 Years,9,4,7,0,2
190,Ex-Employee,1,Yes,32,26-35,Female,Single,3,Medical,Research & Development,Laboratory Technician,1,3,Travel Rarely,9,Moderate (6-15 km),1033,41,10224,4200,$3K-<6K,Lower Middle Income,22,0,4,Excellent,1,1,1,4,1.75,No,Low Risk,10,Mid-Level(6-10),5,4-7 Years,4,0,4,7,2
192,Active Employee,0,No,45,35-45,Male,Single,3,Medical,Research & Development,Research Scientist,1,3,Travel Rarely,29,Far (16-30 km),1316,83,9752,3452,$3K-<6K,Lower Middle Income,13,0,3,Good,3,4,2,2,2.75,No,Low Risk,9,Mid-Level(6-10),6,4-7 Years,5,0,3,5,2
193,Active Employee,0,No,38,35-45,Female,Single,5,Technical Degree,Research & Development,Research Scientist,2,3,Travel Rarely,3,Near (0-5 km),364,32,2302,4317,$3K-<6K,Lower Middle Income,20,0,4,Excellent,4,3,2,3,3,Yes,Moderate Risk,19,Senior(11-20),3,1-3 Years,2,2,2,3,2
194,Active Employee,0,No,30,26-35,Female,Single,3,Life Sciences,Research & Development,Research Scientist,1,3,Travel Rarely,18,Far (16-30 km),438,75,23910,2632,<$3K,Lower Income,14,0,3,Good,1,3,3,2,2.25,No,Low Risk,5,Junior(3-5),5,4-7 Years,4,0,4,1,4
195,Active Employee,0,No,32,26-35,Male,Divorced,2,Medical,Sales,Sales Executive,2,1,Travel Frequently,9,Moderate (6-15 km),689,35,22812,4668,$3K-<6K,Lower Middle Income,17,3,3,Good,4,4,4,4,4,No,Low Risk,9,Mid-Level(6-10),8,8-10 Years,7,0,7,0,2
197,Active Employee,0,No,30,26-35,Female,Divorced,3,Technical Degree,Research & Development,Research Scientist,1,3,Travel Rarely,5,Near (0-5 km),201,84,10415,3204,$3K-<6K,Lower Middle Income,14,1,3,Good,4,1,4,3,3,No,Low Risk,8,Mid-Level(6-10),3,1-3 Years,2,2,2,5,3
198,Active Employee,0,No,30,26-35,Male,Single,1,Medical,Research & Development,Laboratory Technician,1,2,Travel Rarely,2,Near (0-5 km),1427,35,11162,2720,<$3K,Lower Income,13,0,3,Good,2,4,4,3,3.25,No,Low Risk,6,Mid-Level(6-10),5,4-7 Years,3,1,2,0,3
199,Active Employee,0,No,41,35-45,Male,Divorced,3,Life Sciences,Research & Development,Manager,4,2,Travel Frequently,10,Moderate (6-15 km),857,91,12888,17181,$15K+,Higher Income,13,1,3,Good,4,1,2,2,2.25,No,Low Risk,21,Expert(20+),7,4-7 Years,6,7,7,4,2
200,Active Employee,0,No,41,35-45,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,9,Moderate (6-15 km),933,94,6961,2238,<$3K,Lower Income,21,1,4,Excellent,3,1,4,3,2.75,No,Low Risk,7,Mid-Level(6-10),5,4-7 Years,0,1,4,2,2
201,Active Employee,0,No,19,18-25,Female,Single,1,Medical,Research & Development,Laboratory Technician,1,3,Travel Rarely,3,Near (0-5 km),1181,79,16102,1483,<$3K,Lower Income,14,0,3,Good,2,2,4,3,2.75,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,3
202,Active Employee,0,No,40,35-45,Female,Divorced,3,Medical,Research & Development,Research Scientist,2,3,Travel Frequently,26,Far (16-30 km),1395,54,8504,5605,$3K-<6K,Lower Middle Income,11,1,3,Good,2,2,1,3,2,No,Low Risk,20,Senior(11-20),20,15+ Years,7,2,13,1,2
204,Active Employee,0,No,35,35-45,Male,Married,5,Marketing,Sales,Sales Executive,3,3,Travel Rarely,1,Near (0-5 km),662,94,11439,7295,$6K-<10K,Middle Income,13,2,3,Good,3,2,1,3,2.25,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,8,0,6,1,3
205,Active Employee,0,No,53,46-55,Male,Married,2,Marketing,Sales,Sales Representative,2,3,Travel Rarely,6,Moderate (6-15 km),1436,34,16047,2306,<$3K,Lower Income,20,1,4,Excellent,2,3,4,1,2.5,Yes,Moderate Risk,13,Senior(11-20),7,4-7 Years,7,4,5,2,3
206,Active Employee,0,No,45,35-45,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,3,Travel Rarely,9,Moderate (6-15 km),194,60,10901,2348,<$3K,Lower Income,18,1,3,Good,2,2,3,1,2,No,Low Risk,20,Senior(11-20),17,15+ Years,9,0,15,8,2
207,Active Employee,0,No,32,26-35,Female,Single,3,Marketing,Sales,Sales Executive,3,3,Travel Frequently,8,Moderate (6-15 km),967,43,15589,8998,$6K-<10K,Middle Income,14,0,3,Good,2,4,4,3,3.25,No,Low Risk,9,Mid-Level(6-10),9,8-10 Years,8,3,7,1,2
208,Active Employee,0,No,29,26-35,Male,Married,1,Technical Degree,Research & Development,Manufacturing Director,2,3,Non-Travel,1,Near (0-5 km),1496,41,26283,4319,$3K-<6K,Lower Middle Income,13,1,3,Good,4,3,1,3,2.75,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,7,0,9,1,1
211,Active Employee,0,No,51,46-55,Male,Married,4,Medical,Research & Development,Manufacturing Director,2,2,Travel Rarely,7,Moderate (6-15 km),1169,34,13983,6132,$6K-<10K,Middle Income,17,0,3,Good,2,3,3,3,2.75,No,Low Risk,10,Mid-Level(6-10),1,1-3 Years,0,0,0,2,2
214,Active Employee,0,No,58,56+,Female,Married,3,Medical,Research & Development,Research Scientist,1,2,Travel Rarely,9,Moderate (6-15 km),1145,75,11873,3346,$3K-<6K,Lower Middle Income,20,1,4,Excellent,2,2,2,2,2,Yes,High Risk,9,Mid-Level(6-10),1,1-3 Years,0,0,0,4,3
215,Active Employee,0,No,40,35-45,Male,Married,4,Marketing,Sales,Sales Executive,3,2,Travel Rarely,4,Near (0-5 km),630,67,8552,10855,$10K-<15K,Upper Middle Income,11,1,3,Good,3,4,1,2,2.5,No,Low Risk,15,Senior(11-20),12,10-15 Years,11,2,11,7,2
216,Active Employee,0,No,34,26-35,Female,Married,4,Marketing,Sales,Sales Representative,1,3,Travel Frequently,2,Near (0-5 km),303,75,11314,2231,<$3K,Lower Income,18,1,3,Good,3,3,4,3,3.25,No,Low Risk,6,Mid-Level(6-10),4,4-7 Years,3,1,2,6,3
217,Active Employee,0,No,22,18-25,Male,Married,1,Medical,Research & Development,Research Scientist,1,3,Travel Rarely,19,Far (16-30 km),1256,80,11992,2323,<$3K,Lower Income,24,2,4,Excellent,3,4,1,3,2.75,No,Low Risk,2,Fresher(0-2),2,1-3 Years,2,2,2,1,6
218,Active Employee,0,No,27,26-35,Male,Divorced,3,Medical,Research & Development,Research Scientist,1,3,Non-Travel,9,Moderate (6-15 km),691,57,5970,2024,<$3K,Lower Income,18,1,3,Good,4,2,4,1,2.75,No,Low Risk,6,Mid-Level(6-10),2,1-3 Years,2,2,2,6,1
221,Active Employee,0,No,28,26-35,Male,Married,3,Medical,Research & Development,Research Scientist,1,3,Travel Rarely,21,Far (16-30 km),440,42,6672,2713,<$3K,Lower Income,11,1,3,Good,3,4,3,1,2.75,No,Low Risk,5,Junior(3-5),5,4-7 Years,2,0,2,1,2
223,Active Employee,0,No,57,56+,Male,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,3,4,Travel Rarely,24,Far (16-30 km),334,83,23402,9439,$6K-<10K,Middle Income,16,1,3,Good,3,4,2,1,2.5,Yes,High Risk,12,Senior(11-20),5,4-7 Years,3,1,4,3,2
224,Active Employee,0,No,27,26-35,Male,Divorced,3,Medical,Research & Development,Research Scientist,1,2,Non-Travel,3,Near (0-5 km),1450,79,25326,2566,<$3K,Lower Income,15,1,3,Good,3,3,4,2,3,Yes,Moderate Risk,1,Fresher(0-2),1,1-3 Years,1,0,1,1,2
226,Active Employee,0,No,50,46-55,Female,Single,3,Life Sciences,Research & Development,Manager,5,3,Travel Rarely,11,Moderate (6-15 km),1452,53,17053,19926,$15K+,Higher Income,15,0,3,Good,3,2,2,3,2.5,No,Low Risk,21,Expert(20+),5,4-7 Years,4,4,4,3,5
227,Active Employee,0,No,41,35-45,Male,Divorced,3,Life Sciences,Research & Development,Research Scientist,1,3,Travel Rarely,14,Moderate (6-15 km),465,56,4609,2451,<$3K,Lower Income,12,1,3,Good,1,3,1,3,2,No,Low Risk,13,Senior(11-20),9,8-10 Years,8,1,8,4,2
228,Active Employee,0,No,30,26-35,Female,Married,3,Life Sciences,Sales,Sales Executive,3,3,Travel Rarely,5,Near (0-5 km),1339,41,8053,9419,$6K-<10K,Middle Income,12,1,3,Good,2,4,3,3,3,No,Low Risk,12,Senior(11-20),10,8-10 Years,9,7,4,2,2
230,Active Employee,0,No,38,35-45,Female,Single,4,Life Sciences,Sales,Sales Executive,2,2,Travel Rarely,1,Near (0-5 km),702,59,12930,8686,$6K-<10K,Middle Income,22,0,4,Excellent,1,4,3,4,3,No,Low Risk,12,Senior(11-20),8,8-10 Years,3,0,7,4,2
231,Active Employee,0,No,32,26-35,Male,Single,5,Life Sciences,Research & Development,Research Scientist,1,3,Travel Rarely,6,Moderate (6-15 km),120,43,12430,3038,$3K-<6K,Lower Middle Income,20,0,4,Excellent,3,3,1,3,2.5,No,Low Risk,8,Mid-Level(6-10),5,4-7 Years,4,1,4,3,2
233,Active Employee,0,No,27,26-35,Male,Married,3,Technical Degree,Research & Development,Research Scientist,1,3,Travel Rarely,17,Far (16-30 km),1157,51,13364,3058,$3K-<6K,Lower Middle Income,16,1,3,Good,3,2,4,2,2.75,Yes,High Risk,6,Mid-Level(6-10),5,4-7 Years,2,1,1,0,3
235,Ex-Employee,1,Yes,19,18-25,Female,Single,1,Technical Degree,Sales,Sales Representative,1,1,Travel Frequently,1,Near (0-5 km),602,100,20989,2325,<$3K,Lower Income,21,0,4,Excellent,3,1,1,4,2.25,No,Low Risk,1,Fresher(0-2),0,New Joiner,0,0,0,0,5
238,Active Employee,0,No,36,35-45,Male,Single,2,Medical,Research & Development,Laboratory Technician,1,3,Travel Frequently,3,Near (0-5 km),1480,30,15062,2088,<$3K,Lower Income,12,0,3,Good,4,2,3,2,2.75,No,Low Risk,13,Senior(11-20),8,8-10 Years,7,7,2,4,3
239,Active Employee,0,No,30,26-35,Male,Divorced,3,Medical,Research & Development,Laboratory Technician,2,3,Non-Travel,9,Moderate (6-15 km),111,66,11012,3072,$3K-<6K,Lower Middle Income,11,2,3,Good,3,1,3,3,2.5,No,Low Risk,12,Senior(11-20),12,10-15 Years,9,6,10,1,4
